Unnamed: 0,authors,published_date,description,isbn_10,isbn_13,page_count,categories,maturity_rating,language,join_isbn_10
,"['Bible--N.T. Revelation', 'William Foxwell Albright', 'Elaine Ford']",1975,"Translates and interprets the Apocalypse of John, investigating theories of authorship and deducing that the inspirations for the visions lay in the prophecies of John the Baptist.",UOM:39015060119834,,455.0,['Religion'],NOT_MATURE,en,0385008953
,['Farouk El-Baz'],1968-01-01,"Contains over 1,000 useful sentences and phrases for travel or everyday living abroad: food, shopping, medical aid, courtesy, hotels, travel, and other situations. Gives the English phrase, the foreign equivalent, and a transliteration that can be read right off. Also includes many supplementary lists, signs, and aids. All words are indexed. 128 to 190pp.",0486220265,9780486220260,196.0,['Foreign Language Study'],NOT_MATURE,ar,0486220265
,['Petra Boase'],1997,"Includes instructions for over ninety projects, including cooking, painting, magic, gardening, crafts, music, and science.",0765194198,9780765194190,260.0,['Crafts & Hobbies'],NOT_MATURE,en,0765194198
,['Robert G. Clouse'],1984,,UOM:39015017711246,,234.0,['Religion'],NOT_MATURE,en,0877843473
,['N. H. Kleinbaum'],1985,D.A.R.Y.L.--a Data Analysing Robot Youth Lifeform--is a little robot boy who must escape government agents seeking to terminate him while discovering what it means to be human and the importance of love.,0425084329,9780425084328,157.0,['Androids'],NOT_MATURE,en,0425084329
,['Godfrey H. Jansen'],1979,"The Middle East correspondent for The Economist, Jansen offers penetrating insight into the changing currents within Islam's society and political structure, providing an in-depth appraisal of a dangerously sensitive area in the modern world",0060122021,9780060122027,230.0,['Religion'],NOT_MATURE,en,0060122021
,"['Nick Bollettieri', 'Dick Schaap']",1997-10,"The controversial tennis coach behind such professionals as Andre Agassi and Monica Seles traces his fractious relationship with his pupils, explains his philosophy of coaching, and discusses the corrupting influence of money on the sport",0380787237,9780380787234,346.0,['Sports & Recreation'],NOT_MATURE,en,0380787237
,['Hazel Offner'],1987,"Hazel Offner examines nine biblical passages that touch on the Fruit of the Spirit in the Christian life for these Bible studies, part of the LifeGuide series.",0830810587,9780830810581,68.0,['Christian life'],NOT_MATURE,en,0830810587
,,,,,,,,,,087596155X
,,,,,,,,,,0440999081
,"['Philip N. Jones', 'Jean Henderson']",1992,"Beautiful vistas, afternoon picnics by sparkling lakes, historic points of interest, and lush flower fields await the cyclist who ventures out of the city onto the backroads of Northwest Oregon. This fully updated guide in the popular Bicycling the Backroads series presents information on scenic bicycle loop tours with an expanded choice of day, weekend, and longer rides through low- traffic, rural, and semi-rural areas.",0898863406,9780898863406,212.0,['Travel'],NOT_MATURE,en,0898863406
,['Warren W. Wiersbe'],1982-02,"This in-depth Bible study series now covers the entire New Testament and much of the Old Testament. With more than 3 million copies sold, the Be Series has touched people's hearts everywhere. Let Warren Wiersbe's words of wisdom touch your heart, too.",0896937283,9780896937284,174.0,['Religion'],NOT_MATURE,en,0896937283
,,,,,,,,,,156440014X
,"['National Geographic Book Service', 'National Geographic Society (U.S.)', 'Harvey Manning', 'Verla Lee Smith', 'Dawnetta Winters', 'Edward Abbey', 'Robert Laxalt', 'Frank Cooper Craighead (Jr.)', 'Noel Grove', 'David Hiser', 'Robert Petty', 'Seymour L. Fishbein', 'Michael Frome', 'Thomas B. Allen', 'David F. Robinson', 'John P. Milton', 'Steven C. Wilson']",1973,"An exploration of wilderness areas in the U.S. features scores of color photographs, maps, descriptions, and essays from a variety of authors.",UOM:49015000129180,,344.0,['Juvenile Nonfiction'],NOT_MATURE,en,0870441167
,['Lee R. Schreiber'],1990,"Discusses parental involvement, girls in sports, safety, exercise, and nutrition, and includes information on injuries, equipment, season, number of games, practices, and fees for each sport",0316774715,9780316774710,138.0,['Family & Relationships'],NOT_MATURE,en,0316774715
,"['Anita Richmond Bunkley', 'Eva Rutland', 'Sandra Kitt']",1996,Eva A collection of three novellas celebrating the bonds of black sisterhood and the ties of love. Each of these stories shimmers with powerful emotions and shows how deep the connection between sisters can be - even when torn by the conflicts of romance.,0451191005,9780451191007,360.0,['Fiction'],NOT_MATURE,en,0451191005
,,,,,,,,,,0830813144
,,,,,,,,,,0875293158
,,,,,,,,,,0060466235
,['Kari Torjesen Malcolm'],1982,Kari Torjesen Malcolm offers readers a satisfying alternative to both traditional and feminist models of what a woman should be.,UCSC:32106007660134,,222.0,['Religion'],NOT_MATURE,en,0877843791
,['William B. Branch'],1992,"A collection of nine plays written between 1975 and 1990 includes contributions by George C. Wolfe, Amiri Baraka, P.J. Gibson, Alexander Simmons, and August Wilson",STANFORD:36105000429915,,564.0,['Drama'],NOT_MATURE,en,0451628446
,,,,,,,,,,0895773988
,['Alan M. Stibbs'],1967-06-01,"This systematic, three-year study guide includes introductory material for each book of the Bible, discussions of critical issues and major themes, and reference notes on difficult passages,",0877848564,9780877848561,496.0,['Religion'],NOT_MATURE,en,0877848564
,['Lloyd John Ogilvie'],1984,"In this personal, practical book, Oglivie explains how, through reading, studying, and praying the Psalms, we can ""fall into the arms of the greatness of God."" Ogilvie has chosen nineteen psalms he believes most clearly show the nature of God and speak directly to the personal needs of most people. He shows how the Psalms speak for us in a magnificent language of praise and lead us into deeper fellowship with the Lord.",0840753268,9780840753267,220.0,['Religion'],NOT_MATURE,en,0840753268
,"['Don W. Martin', 'Betty Woo Martin']",1994,"Completely updated, Washington Discovery Guide has descriptive driving routes and maps for each locale and suggestions for rewarding side trips.",0942053168,9780942053166,373.0,['Washington (State)'],NOT_MATURE,en,0942053168
,,,,,,,,,,0856489557
,['Richard Milhous Nixon'],1998-09-22,Over three thousand hours of recordings taped by the former president himself present a portrait of Nixon and his administration,IND:30000095346445,,748.0,['History'],NOT_MATURE,en,0684851873
,['James Montgomery Boice'],1986-06-19,James Montgomery Boice provides an overview of Christian theology and doctrine in one systematic volume.,0877849919,9780877849919,748.0,['Religion'],NOT_MATURE,en,0877849919
,,,,,,,,,,1885221622
,['Jonathan Raban'],1979,"Jonathan Raban describes his travels through Bahrain, Qatar, Abu Dhabi, Dubai, Yemen, Egypt, and Jordan, where he met both rich and poor, and visited homes, hotels, and markets.",UOM:39015034886948,,344.0,['Arabian Peninsula'],NOT_MATURE,en,0671250582
,"['John White', 'Ken Blue']",1985,,0877849390,9780877849391,242.0,['Church discipline'],NOT_MATURE,en,0877849390
,['Patricia Cornwell'],1999,"Judy Hammer has accepted the challenge of Richmond, Virginia's police department to try and reverse the escalating crime statistics in the city. She brings with her Deputy Chief Virginia West and Andy Brazil, now a full-time police officer. They find a lot of things they are all too familiar with - teenage gangs, a rash of robberies at cash dispensers, street corner drug-dealing, racial tensions, too many people with too many guns and a cardiac inducing lack of parking spaces. They also meet resentment from the established police force and over-high expectations from the city's institutions. Then a computer virus crashes the police computer, freezing their screens with a design of blue fish, and the same blue fish appears on the statue of Jefferson Davis, which a graffiti artist has turned into a black basketball player and a gang called the Pikes claim it is their symbol, which also has links to the robberies. In an incredibly fast-moving police procedural Patricia Cornwell takes her readers on a roller-coaster ride of action and emotion.",0316846791,9780316846790,340.0,['Criminals'],NOT_MATURE,en,0316846791
,['Wade Cook'],1997,"Offers strategies for choosing stocks and building a diversified portfolio, reinvesting profits, using proxy investing, and capitalizing on stock volatility",0910019711,9780910019712,290.0,['Business & Economics'],NOT_MATURE,en,0910019711
,['Gary R. Collins'],1988,"Many Christians, including Jimmy Swaggart and Dave Hunt, claim psychology is seductive, destructive, and dangerous. These concerns have left many people confused and questioning. If I'm in counseling, should I get out? Are non-Christian counselors always to be avoided? Should pastors do counseling themselves? Should they refer church members to psychologists? Gary R. Collins is one of the most widely read and well-respected authors of our day. He provides a reasoned voice in a sometimes loud and heated debate that threatens the spiritual and emotional vitality of millions. He answers the questions you are asking and gives clear direction in plain language. Here is a book for anyone who questions psychology. - Back cover.",0830817255,9780830817252,178.0,['Christianity'],NOT_MATURE,en,0830817255
,"['Barbara Grunes', 'Phyllis Magida']",1986,"Offers recipes for making fish dishes such as blackened redfish, oysters en brochette, halibut curry, and stuffed trout on an outdoor grill",0809250330,9780809250332,136.0,['Cooking'],NOT_MATURE,en,0809250330
,['Tim Stafford'],1989,"For the individual who wants to know God, there is good news: God wants to be known.This book takes a look at what it takes to draw near to God and to recognize his face.",0310328519,9780310328513,260.0,['Christian life'],NOT_MATURE,en,0310328519
,,,,,,,,,,0830817131
,"[""Reader's Digest""]",2000-05-01,The East Coast. Appalachian adventure. The old south. Pioneer Illinois. Chisholm trail. THe high plains. Through the Rockies. Desert Discovery. Panoramic Northwest. Golden state drive.,0895778955,9780895778956,144.0,['Travel'],NOT_MATURE,en,0895778955
,"['Anita Mills', 'Mary Balogh', 'Patricia Rice', 'Gayle Buck', 'Edith Layton']",1989,Here are five all-new stories of Christmas by the highly acclaimed authors you love to read all year 'round.,0451164849,9780451164841,352.0,['Fiction'],NOT_MATURE,en,0451164849
,['John Martin Lee'],1990,Descriptions of cars made by Chrysler from 1924 to 1990.,UOM:39015021840304,,488.0,['Chrysler automobile'],NOT_MATURE,en,0873411420
,,,,,,,,,,0345456327
,,,,,,,,,,0961338806
,['Christopher P. Andersen'],1988,"Based on conversations with Katherine Hepburn, this book recounts family days of her youth. Includes sixteen photographs. Annotation copyrighted by Book News, Inc., Portland, OR",0805007091,9780805007091,278.0,['Families'],NOT_MATURE,en,0805007091
,,,,,,,,,,0875293166
,['Garry Wills'],1994,"An examination of leadership that analyzes modes of leadership to better understand society offers profiles of a variety of leaders, including Harriet Tubman, Napoleon, Ross Perot, and Martha Graham. 25,000 first printing. $25,000 ad/promo. Tour.",STANFORD:36105003424814,,344.0,['History'],NOT_MATURE,en,067165702X
,['Eliezer Nussbaum'],1989-01-01,,0879933437,9780879933432,964.0,['Medical'],NOT_MATURE,en,0879933437
,,,,,,,,,,9646635334
,['Porter McKeever'],1991,"With complete access to private and official papers, Stevenson confidant Porter McKeever has written a masterful biography 25 years after the legendary statesman's death. Stevenson's combination of eloquence, vision, sophistication, and popular appeal have few equals, and he has remained one of the last great political heroes of our time. Photos.",PSU:000019013060,,591.0,['Statesmen'],NOT_MATURE,en,0688103871
,['Berlitz Guides'],1994-02,,2831522161,9782831522166,132.0,['Hawaii'],NOT_MATURE,en,2831522161
,['Time-Life Books'],1987,Discusses the major historical events which took place between 600 and 400 B.C.,PSU:000027737712,,174.0,['History'],NOT_MATURE,en,080946408X
,['Peter L. Skolnik'],1974,Looks at the lore and technique of jump rope games and offers suggestions for a physical fitness program,091110447X,9780911104479,157.0,['Rope skipping.'],NOT_MATURE,en,091110447X
,['Henri Bosco'],2002,"C'est le récit d'une saison de vertige et de drame dans une grande maison solitaire, pas tout à fait hantée, mais imprégnée de souvenirs, parmi les arbres d'un parc redevenu sauvage, plein de fontaines d'eau vive et de volières d'oiseaux ; là, quelques personnages mystérieux se dissimulent et passent comme des fantômes. C'est le récit de la possession d'un vivant par un mort, une plongée au cœur du royaume nocturne des ombres et des mythes, l'histoire d'une romance impossible entre deux êtres liés par l'omniprésence d'un disparu. Pénétré de poésie, enraciné dans le terroir provençal, Un rameau de la nuit est une œuvre sensible et envoûtante, d'une étrangeté qui, pour n'être pas rare dans l'œuvre de Bosco, trouve ici une force saisissante.",2070421767,9782070421763,509.0,['Fiction'],NOT_MATURE,fr,2070421767
,['Joseph Hansen'],2000,"A collection of five gay themed stories and an,novella.,.",UOM:39015053531771,,189.0,['Fiction'],NOT_MATURE,en,0943595835
,['Time-Life Books'],1990,"An illustrated survey of alchemy and alchemists, both past and present.",0809465000,9780809465002,144.0,['Science'],NOT_MATURE,en,0809465000
,['Judith Kan'],2000,"Kan wanted to give her elder daughter a high school graduation gift she could not buy anywhere -- so she has given her the gift of wisdom. Her essays blend the cultures of East and West and express values that any parent would want to impart to a young person embarking on adulthood. The author asked a few close family friends -- a delightful cast of characters from two continents -- to write to her daughter, and their thoughtful letters round out this warm book.",1581510616,9781581510614,202.0,['Family & Relationships'],NOT_MATURE,en,1581510616
,,,,,,,,,,1885221908
,['Time-Life Books'],1988,Explores man's earliest fascination with astronomy and the growth of astrology and discusses mysterious events throughout the world believed to have been foretold or affected by the positions of the stars,0809463407,9780809463404,170.0,"['Body, Mind & Spirit']",NOT_MATURE,en,0809463407
,,,,,,,,,,1885221355
,,,,,,,,,,0898860393
,['Time-Life Books'],1989,"Traces the history of spiritualism and channeling, and includes interviews with modern-day ""channelers""",080946344X,9780809463442,168.0,"['Body, Mind & Spirit']",NOT_MATURE,en,080946344X
,['Pamela Penrose'],1998-06,"""Breaking Free"" is a sensitive book with a gratifying, surprise ending, written by a woman who learned to liberate herself from abusive bondage and to believe in the person of her greater promise.",1581510063,9781581510065,188.0,['Family & Relationships'],NOT_MATURE,en,1581510063
,"['Paula Denton', 'Roxann Kriete']",2000,A guidebook for K-6 teachers offers tips for structuring the first six weeks of school to provide a foundation for a productive year of learning.,1892989042,9781892989048,224.0,['Education'],NOT_MATURE,en,1892989042
,['Time-Life Books'],1989,Examines eye-witness accounts and psychical research to discuss the existence of ghosts,0809463520,9780809463527,144.0,"['Body, Mind & Spirit']",NOT_MATURE,en,0809463520
,['D. Stuart Briscoe'],1995,,0842317864,9780842317863,226.0,['Christian ethics'],NOT_MATURE,en,0842317864
,['Arline W. Whyte'],1998-04-01,,0965763846,9780965763844,280.0,['Plymouth (Mass.)'],NOT_MATURE,en,0965763846
,,,,,,,,,,0830817034
,['Fred Mustard Stewart'],1996,"The illegitimate son of shipping tycoon Nathaniel Savage, Justin Savage copes with pirates, the Taiping rebellion, Garibaldi's Italian revolution, his love for the beautiful Samantha Aspinall, and the degenerate plots of his scheming and vicious half-brother Sylvaner. 50,000 first printing.",0312861117,9780312861117,383.0,['Fiction'],NOT_MATURE,en,0312861117
,['Max Lucado'],1993-02,Describes the final six hours of Jesus Christ's life when he was on the cross.,0880705515,9780880705516,244.0,['Religion'],NOT_MATURE,en,0880705515
,,,,,,,,,,0965959406
,"['Martina Navratilova', 'Elizabeth Nickles']",1996,"A big-money party for tennis people in Paris is interrupted by the murder of a promoter. The family hires a private investigator to find the killer. When the PI is hospitalized from a beating, Jordan Myles, a former women's tennis champion, decides to do some sleuthing on her own. Navratilova wrote The Total Zone, Nickles wrote Girls in High Places.",UVA:X002764867,,292.0,['Fiction'],NOT_MATURE,en,0679433910
,['Markus Barth'],1974,"The Anchor Bible Commentary is the collaborative effort of Protestant, Catholic, and Jewish scholars from around the world.",UOM:39015010692880,,464.0,['Bible'],NOT_MATURE,en,0385044127
,['Markus Barth'],1974,"The Anchor Bible Commentary is the collaborative effort of Protestant, Catholic, and Jewish scholars from around the world.",PSU:000028771326,,464.0,['Religion'],NOT_MATURE,en,0385080379
,['W. Phillip Keller'],1996-05-01,A devotional look at how God cares for His children from the author of A Shepherd Looks at Psalm 23. Filled with the wisdom of a lifetime walked with God.,1556617224,9781556617225,172.0,['Religion'],NOT_MATURE,en,1556617224
,,,,,,,,,,0877846197
,['Michelle Gilders'],1997,"""Crossing Alaska"" whisks readers along the corridor of the trans-Alaska pipeline, displaying dramatic landscapes, wildlife, and communities along its 800-mile length, from the Arctic Ocean to Prince William Sound. 146 color photos. 2 maps.",1558683097,9781558683099,144.0,['Photography'],NOT_MATURE,en,1558683097
,"['Louis H. Evans, Jr.']",1991-05-01,,0849933269,9780849933264,260.0,['Religion'],NOT_MATURE,en,0849933269
,['Albert Cliffe'],1991-03,"Step by step, layman's terms, points out the way to a joyous affirmation of your spiritual faith--a soothing refuge in times of trouble and doubt.",9780671763961,0671763962,198.0,['Psychology'],NOT_MATURE,en,0671763962
,,,,,,,,,,1556610823
,['Annee Cartier'],1997,"Rehearsing until midnight one night, actress Gabriela Rozina is swept up by vampire Marcus Danewell, who longs for Gabriela's love and blood but fears condemning her to his own tormented existence. Original.",0786003626,9780786003624,317.0,['Fiction'],NOT_MATURE,en,0786003626
,,,,,,,,,,0140513035
,['Mary L. Littlewood'],1998-01-01,,0966431006,9780966431001,274.0,['Softball'],NOT_MATURE,en,0966431006
,['Evelyn Rogers'],1992,"Desperate to escape the scandal of her divorce London-born Charlotte Drake flees to the Las Vegas Territory, where she enters into a business arrangement with gambler Max Grant. Original.",9780821739884,0821739883,332.0,['Fiction'],NOT_MATURE,en,0821739883
,['Alastair Burnet'],1985,"Based on the first full-length television interview ever granted by the Palace for the Prince and Princess, this illustrated biography by a distinguished British broadcaster records the lives of the royal couple since their engagement",067162217X,9780671622176,127.0,['History'],NOT_MATURE,en,067162217X
,['Wanda Owen'],1992-02-01,"Stealing away from her closely chaperoned existence on her family plantation, Louisiana belle Angelique Dupree meets the man of her dreams, a poor bayou fisherman unwilling to give away his heart to anyone. Original.",0821736574,9780821736579,448.0,['Fiction'],NOT_MATURE,en,0821736574
,"['Consumer Guide', 'Consumer Health Information Research Institute']",1993,"Includes practical advice for treating more than eighty common health problems, ranging from allergies to sunburn",0451176081,9780451176080,644.0,['Reference'],NOT_MATURE,en,0451176081
,,,,,,,,,,1561442372
,['Daniel Coyle'],1994-12-21,"A journalist describes the struggle of a group of youngsters from a Chicago housing project and their white-collar coaches to triumph in Little League baseball, chronicling their journey from the first practice to the championship game. Reprint.",0061008575,9780061008573,376.0,['Sports & Recreation'],NOT_MATURE,en,0061008575
,['Don Novello'],1992-01-07,"Updated with a new cover and 14 new pages of letters and replies, here is the classic that put America into a ""Fight! Fight! Fight!"" mood. Novello's collection of correspondence with political and corporate officials provides an offbeat portrait of our times. ""A very funny book"".--Chevy Chase.",UOM:39015062574523,,170.0,['History'],NOT_MATURE,en,1563052857
,['Geoffrey C. Ward'],1994,530 illustrations in text,UOM:49015002045145,,518.0,['Sports & Recreation'],NOT_MATURE,en,0679404597
,['Carolyn Warner'],1992,,0136416896,9780136416890,386.0,['Women'],NOT_MATURE,en,0136416896
,,,,,,,,,,0930265610
,['Steve Chandler'],2000-04-01,"Steve Chandler may be the best-kept secret in the world of motivation. His first book, 100 Ways to Motivate Yourself, has shipped over a hundred thousand copies. The audio edition listed for three consecutive weeks as the top-selling selection of the Audio Book Club. His second book, Reinventing Yourself¸ published in 1999, is showing even greater strength. His clients include US West, Motorola, and the IRS. 17 Lies That Are Holding You Back & the Truth That Will Set You Free lists over twenty lies that most of us tell ourselves to prevent us from being everything we could be, lies such as: ""It's who you know"", ""That's just the way I am"", ""I'm not good with people"", ""I'm too old . . ."", ""The longer I have a habit the harder it is to break"", ""Winning the lottery would solve everything"", ""I don't have the time"", and ""There's nothing I can do."" Actually, as Chandler points out, you already have all the power you need to free yourself. And part 2 of his book outlines these truths and shows you how to recover them and use them to change your life. In 17 Lies That Are Holding You Back, Chandler is in top form, going beyond the self-help category to the level of such inspirational classics as The Road Less Traveled.",1580631304,9781580631303,208.0,['Self-Help'],NOT_MATURE,en,1580631304
,['Sheldon Vanauken'],1985-01-01,Sequel to the runaway bestseller A Severe Mercy,0840754337,9780840754332,263.0,['Religion'],NOT_MATURE,en,0840754337
,['Richard J. Mouw'],1992,Richard J. Mouw outlines how we can communicate effectively and graciously with people who disagree with us on the issues that matter most.,083081826X,9780830818266,184.0,['Social Science'],NOT_MATURE,en,083081826X
,['John White'],1987,"Asserting that modern psychology cannot solve the dilemmas of guilt, sin and meaninglessness, John White challenges the church to embrace its God-given commission to bring help and healing to a broken world. 96 pages, paper",087784979X,9780877849797,100.0,['Religion'],NOT_MATURE,en,087784979X
,,,,,,,,,,0025953621
,['J. Mack Stiles'],1995-07-06,"The gospel really is the best news anyone will ever receive. So why do Christians shy away from talking about Jesus outside of church? And, when they do speak of Jesus, why do they often get a disinterested or scornful reponse? Mack Stiles offers a wealth of answers, ideas and stories in this heads-up, hands-on evangelism handbook. His creative strategies for reaching an ethnically, culturally, economically, educationally, geographically and ideologically diverse world with the best news ever are drawn directly from his own work as an evangelist in today's student world. In Speaking of Jesus he shows readers how to keep their eyes open for ""divine appointments,"" how to approach others with a servant spirit, how to cross relational barriers, how to simply tell one's own story of faith, and how to answer questions with honesty and confidence. Speaking of Jesus may well be an Out of the Saltshaker for the 1990s and beyond. With contagious enthusiasm, Stiles stresses that evangelism isn't about exhibiting superhuman courage or perfecting specialized techniques or exercising extraordinary gifts. Instead, he shows that people of faith can use everyday situations and everyday language to pass on the simple--and simply wonderful--news about Jesus.",0830816453,9780830816453,197.0,['Religion'],NOT_MATURE,en,0830816453
,['Walter Trobisch'],1983,"Men are suffering but women don't know it. This is the essence of Walter Trobisch's last book before he died in 1979. A classic work, which has helped thousands of couples world wide engage in new conversations.",0877843023,9780877843023,112.0,['Religion'],NOT_MATURE,en,0877843023
,['Donna Hay'],1999,"This is the third stylish and inspirational book by Donna Hay. It is a guide to eating well without compromising nutrition or time. Chapters on 10-, 20-, and 30-minute recipes emphasize stress-free cooking. Also included are a guide to tools of the trade and a checklist to ensure that your home is well-stocked with the gourmet essentials!",1551109786,9781551109787,192.0,['Cooking'],NOT_MATURE,en,1551109786
,['Helen Roseveare'],1976-12-01,"After twelve years of missionary work in the northeast province of what was the Belgian Congo, building up a simple medical service, civil war erupted with horrific effects. During the war Helen was brutally beaten and raped and left with no choice but to return to Britain this story is told in Give me this Mountain. She quickly returned to the Congo in 1966 to assist in the rebuilding of the nation. She helped establish a new medical school and hospital for the other hospitals that she built were destroyed and served there until 1973. In the eight years following the war, despite endless frustrations, again and again God showed his unfailing guidance and unstinted provision for her needs. This book is the story of the joys and adventures of re-establishing the medical work, the church building programme and the work of forgiveness, necessary after the destruction of the civil war.",0877847800,9780877847809,192.0,['Christian biography'],NOT_MATURE,en,0877847800
,,,,,,,,,,0891910700
,['Myrna Daitz'],1993,"Contains over twenty-five projects for young children of five to ten years, all using scrap materials.",1850153930,9781850153931,50.0,['Juvenile Nonfiction'],NOT_MATURE,en,1850153930
,['Stanley J. Grenz'],1993-03-02,Stanley Grenz evaluates the course of evangelical theology and sets out a bold agenda for a new century. He proposes that evangelical theology should find its central integrative motifs in the reign of God and the community of Christ.,0830817727,9780830817726,210.0,['Religion'],NOT_MATURE,en,0830817727
,,,,,,,,,,0917463145
,['Mark J. Green'],1995,"Discusses what consumers need to know for smart shopping in areas such as clothing, cars, medicine, and food.",1563052741,9781563052743,656.0,['Consumer education'],NOT_MATURE,en,1563052741
,"['Ed Decker', 'Caryl Matrisciana']",1993,"A decade ago, the groundbreaking movie and book The God Makers caused mayhem within the Mormon empire, resulting in a modification of several of the religion's supposedly unchangeable doctrines. God Makers II documents the surprising metamorphosis of Mormonism and exposes the side of the sect that TV promotions don't show.",1565071379,9781565071377,235.0,['Religion'],NOT_MATURE,en,1565071379
,['Walter Trobisch'],1968-06,"Walter Trobisch explores the mystery of love. 37 pages, paper",0877843147,9780877843146,42.0,['Love'],NOT_MATURE,en,0877843147
,"['Joyce Carol Oates', 'Robert Atwan']",2000,"An anthology of fifty-five essays on a variety of topics features contributions by F. Scott Fitzgerald, James Baldwin, Stephen Jay Gould, Alice Walker, Maya Angelou, and other notable twentieth-century literary masters.",UOM:39015062085009,,632.0,['Literary Collections'],NOT_MATURE,en,0618043705
,['Wine Spectator'],1997-10-06,"This paperback pocket guide shares more than 1,000 tasting notes and ratings for wines priced at $10 and under. Includes all the major types of wine, from California Chardonnay to French Beaujolais, plus exciting new wines like Merlot from Washington state and Sauvignon Blanc from South Africa.",1881659410,9781881659419,284.0,['Cooking'],NOT_MATURE,en,1881659410
,"['Howard Taylor', 'Mary G. Taylor', 'Mrs. Howard Taylor']",1989,"J. Hudson Taylor was truly God's chosen servant. From his early life in England, through the founding of the China Inland Mission, to reaching millions of Chinese, his life of faith gives glorious testimony to God. His spirtual secret could change your life.",0802400299,9780802400291,256.0,['Religion'],NOT_MATURE,en,0802400299
,['Groucho Marx'],1992-01,Nearly 200 letters written by the legendary Marx to his daughter Miriam provide a rare glimpse of the complex man behind the mustache,0571129153,9780571129157,241.0,['Biography & Autobiography'],NOT_MATURE,en,0571129153
,['Phillip Lopate'],1997-01-15,"For more than four hundred years, the personal essay has been one of the richest and most vibrant of all literary forms. Distinguished from the detached formal essay by its friendly, conversational tone, its loose structure, and its drive toward candor and self-disclosure, the personal essay seizes on the minutiae of daily life-vanities, fashions, foibles, oddballs, seasonal rituals, love and disappointment, the pleasures of solitude, reading, taking a walk -- to offer insight into the human condition and the great social and political issues of the day. The Art of the Personal Essay is the first anthology to celebrate this fertile genre. By presenting more than seventy-five personal essays, including influential forerunners from ancient Greece, Rome, and the Far East, masterpieces from the dawn of the personal essay in the sixteenth century, and a wealth of the finest personal essays from the last four centuries, editor Phillip Lopate, himself an acclaimed essayist, displays the tradition of the personal essay in all its historical grandeur, depth, and diversity.",038542339X,9780385423397,836.0,['Literary Collections'],NOT_MATURE,en,038542339X
,['Heloise'],1990,"A compendium of practical advice designed to promote environmentally sound daily living offers a wealth of tips for all over the house, garden, schoolroom, and office",UOM:49015000851585,,160.0,['House & Home'],NOT_MATURE,en,0399516255
,,,,,,,,,,0895264668
,['Elizabeth Forsythe Hailey'],1986,"Discloses the inner workings of a marriage from both partners' perspectives as David responds to his wife Joanna's versions of events, recorded in her diary, when she abandons him after twenty-five years of marriage",0816141312,9780816141319,474.0,['Fiction'],NOT_MATURE,en,0816141312
,['Phyllis A. Whitney'],1970-06,Lacey Ames returns to the sea island which holds a carefully-guarded secret from her past,0385033516,9780385033510,250.0,['Fiction'],NOT_MATURE,en,0385033516
,['Peter Haswell'],1990-01-01,Getting a cup of tea inspires Pog to climb Mount Everest.,0531058735,9780531058732,26.0,['Humorous stories.'],NOT_MATURE,en,0531058735
,['Bonnie MacDougal'],1998,"Dana Svenssen, a brilliant Philadelphia attorney, investigates an airplane crash over an amusement park and uncovers a deadly conspiracy",0345414454,9780345414458,376.0,['Fiction'],NOT_MATURE,en,0345414454
,['Phil Cousineau'],1995-01-19,"A captivating, multidimensional collection of writings on the soul--from creation myths to beat poetry, religion to rock-n-roll. ""Inspiring, often mind-blowing, sometimes even a little scary.""--Los Angeles Times",0062502433,9780062502438,249.0,['Religion'],NOT_MATURE,en,0062502433
,['William Lane Craig'],1980-02-01,,0898400058,9780898400052,107.0,['God'],NOT_MATURE,en,0898400058
,['Alan Alexander Milne'],1961,"Little ones who love Winnie-the-Pooh and terrific textures to touch and feel will delight in this year's Winnie-the-Pooh's Touch and Feel. On every sturdy page, baby will have endless interactive fun with ten tactile elements, ranging from Pooh's sticky honey to Piglet's rubbery red balloon to a mirror displaying Tigger's stripy reflection. The youngest Pooh admirers won't be able to keep their hands off this charming book, filled with Ernest H. Shepard's bright and lively full-color artwork and classic vignettes from A. A. Milne's timeless volumes-and the mirth and merriment of Winnie-the-Pooh.",UVA:X000216938,,184.0,['Animals'],NOT_MATURE,en,0525430350
,"['Maura Spiegel', 'Richard Tristman']",1997-03-17,"Gathers classic and contemporary writings on mortality, including works by John Keats, Emily Dickinson, Grace Paley, George Orwell, Samuel Beckett, and Monty Python",STANFORD:36105019252068,,452.0,['Literary Collections'],NOT_MATURE,en,0385485271
,,,,,,,,,,0830812806
,['Ann Kiemel'],1977-06,,0842318216,9780842318211,136.0,['Religion'],NOT_MATURE,en,0842318216
,['Harry Blamires'],1988,,0830812156,9780830812158,192.0,['Christianity'],NOT_MATURE,en,0830812156
,,,,,,,,,,0451520564
,['David J. Garrow'],1983,Describes the Bureau's extensive campaign to discredit Dr. King and speculates on the motives behind the secret operation,UCSC:32106008791839,,320.0,['History'],NOT_MATURE,en,0140064869
,['Hannah Hurnard'],1975-05,"As we think, so we are. Never say anything unkind about anyone. Avoid drawing attention to yourself. Do not grumble. Go through each day with praise. Control your imaginations and daydreams. Never think of yourself as the key player. Eliminate all reading and other pleasures that harm rather than enrich your life.",0842382259,9780842382250,173.0,['Christian life'],NOT_MATURE,en,0842382259
