Unnamed: 0,authors,published_date,description,isbn_10,isbn_13,page_count,categories,maturity_rating,language,join_isbn_10
,,,,,,,,,,0151705097
,['Jack L. Chalker'],1988-10-01,,1555472729,9781555472726,328.0,"['World War, 1939-1945']",NOT_MATURE,en,1555472729
,['Charles E. Cowman'],1999-11-01,"In this morning and evening, 365-day devotional featuring her best-loved work, Streams in the Desert, and its popular sequel, Springs in the Valley, Mrs. Charles E. Cowman invites you to tune out the clamor and concerns of today and let these quiet meditations fill your soul with peace.",0884862496,9780884862499,798.0,['Religion'],NOT_MATURE,en,0884862496
,['Consuelo Armijo'],1989,Aniceto es un niño que tiene miedo a casi todo. Por culpa de esos temores se ve inmerso en multitud de aventuras y un día decide enfrentarse definitivamente a ellos. ¿Conseguirá Aniceto convertirse en un hombre? Una historia sobre los temores y las inseguridades narrada con un dominio extraordinario del lenguaje infantil.,8434809028,9788434809024,162.0,['Juvenile Fiction'],NOT_MATURE,es,8434809028
,,,,,,,,,,0812004345
,"['Kenneth L. Feder', 'Michael Alan Park']",1997,"Where did we come from? To answer this question, anthropologists reconstruct the human past and study the human present from both biological and cultural perspectives. ""Human Antiquity"" offers an absorbing, straightforward explanation of human origins and evolution by thoroughly integrating physical anthropology and archaeology. Co-authors Kenneth Feder and Michael Park combine the ideas, methods, and knowledge from both biological anthropology and archaeology into a unified effort: Feder is an archeologist who conducts surveys, excavations, and analyses to understand the native inhabitants of New England; Park is a biological anthropologist interested in the application of evolutionary theory to the biological history of our species. .",UCSC:32106016333004,,564.0,['Social Science'],NOT_MATURE,en,1559346841
,,,,,,,,,,006278191X
,['Alfons Novak'],1987,,0937347086,9780937347089,309.0,['Religion'],NOT_MATURE,en,0937347086
,['Tyndale'],2000-08-14,"This best-selling study Bible is now available in the New King James Version. It contains thousands of Life Application Notes to help readers apply the truths of God's Word to everyday life. Includes book introductions, in-text maps and charts, personality profiles, and more. FEATURES Words of Jesus featured in red lettering Dictionary/concordance Daily reading plan Blueprint and Megathemes for each book Topical index",0842340351,9780842340359,2560.0,['Bibles'],NOT_MATURE,en,0842340351
,['Arthur Conan Doyle'],1986-12,37 short stories plus a complete novel.,0681401893,9780681401891,648.0,"['Detective and mystery stories, English']",NOT_MATURE,en,0681401893
,['Robert DiYanni'],1998,,0070170371,9780070170377,2036.0,['Literature'],NOT_MATURE,en,0070170371
,['Michael Meadhra'],2002,"Demonstrates the Web authoring program's updated features while reviewing such Web design basics as links, graphics, tables, forms, security, and site maintenance.",UOM:39015051561812,,460.0,['Computers'],NOT_MATURE,en,0072224703
,,,,,,,,,,0764532715
,"['Martin Luther', 'J. G. Walch', 'John Nicholas Lenker']",1990-01-01,"""This classic commentary represents everything for which Martin Luther is famous. It features variety, clarity of exposition, the stinging force of rebuke, and simplicity and directness of language. Luther brings to light the important message of this often neglected portion of the New testament for the church today. His discussion of the Christian life is a treasury of practical advice for spiritual growth. Luther emphasizes the eternal hope of the believer along with a call to radical Christian living. This volume is invaulable to the Christian seeking a closer walk with Jesus Christ, as well as to the pastor or teacher seeking unique insights into God's Word"" -- BACK COVER.",0825431476,9780825431470,303.0,['Bible'],NOT_MATURE,en,0825431476
,,,,,,,,,,0960699600
,['Martin Luther'],1979,Classic commentaries on a variety of themes by one of the world's greatest expositors.,0825431247,9780825431241,414.0,['Religion'],NOT_MATURE,en,0825431247
,['Martin Luther'],1976,"The indispensable look at the book of the Bible that turned the church on its head--through the eyes of the man that lit the fires of the Reformation. Written by the great reformer, this practical commentary acquaints the reader with the fundamentals of Luther's evangelical teachings and the roots of the Reformation. Included are a powerful introduction, which impressed the truth of Christ's salvation upon the heart of John Wesley, and explanatory notes and headings by translator J. Theodore Mueller. Gives deep insight into the book of Romans Provides an understanding of the roots of reformed theology",0825431190,9780825431197,223.0,['Bible'],NOT_MATURE,en,0825431190
,['Rennie Airth'],1999,"Tormented by his harrowing wartime experiences and the loss of his family, Inspector John Madden is sent by Scotland Yard to investigate when a small Surrey village is torn apart by five horrific murders and joins forces with a beautiful doctor to capture the killer, a demented veteran of World War I. A first novel. 30,000 first printing.",UCSC:32106015498808,,386.0,['Fiction'],NOT_MATURE,en,0670885959
,['Christine M. Unwin'],1999-07-01,"The Fine Art work of 110 artists are presented in The Artistic Touch 3 which is the 3nd book in the Artistic Touch series. Each of the artists describe their inspirations and the techniques that are employed. The Watercolor Medium is used by most of the artists but there are also oil, acrylic and pastel techniques presented. An example of the quality of work which makes up the Artistic Touch series is a review in the American Artistic magazine, where it was stated:American Artist Magazine Book Review of The Artistic TouchRECOMMENDED BOOKS""This lavishly illustrated volume would be worth its price even without the text. It's fun reading because of the variety of works, which are broken up into such categories as abstractions, animals, machines, the sky, travel, and landscapes. There are sixty-five watercolorists represented, including Nita Engle, Judi Betts, Frank Webb, Janet Fish, Pat Deadman, and Jeanne Dobie. Under most of the paintings reproduced here, the artists describe their inspiration for the work and offer various tidbits of technical information.""",0964271249,9780964271241,160.0,['Art'],NOT_MATURE,en,0964271249
,['Gudrun Pausewang'],1997,"In genau dem Moment, in dem alles perfekt scheint, bricht das Chaos über sie herein: die Alarmsirene schrillt und Elmar erkennt als einziger, dass es sich dabei um einen ABC-Alarm handelt. Auf die Nachricht, dass sich in dem nicht einmal hundert Kilometer entfernten Atomkraftwerk ein Störfall ereignet hat, reagieren alle panisch. Auf eine Situation wie diese war niemand vorbereitet, es gibt keinen Katastrophenplan und die riesige, radioaktive Wolke treibt auf Schlitz zu. Die Menschen versuchen zu fliehen, Hannah holt als erstes Uli von der Grundschule ab und verschanzt sich mit ihm im Haus. Elmar hat ihr noch während des tumultartigen Aufbruchs vor der Schule zugerufen, sie mit dem Auto zu Hause abzuholen, doch zunächst warten die Geschwister auf ihre Mutter, oder zumindest einen Anruf.",3473580147,9783473580149,222.0,['Nuclear power plants'],NOT_MATURE,de,3473580147
,['Bob Phillips'],1996,"Once again, the master jokester--author of Wacky Good Clean Jokes for Kids--edits and arranges wisecracks, anecdotes, ribticklers, and zany puns. An entertaining fun-book designed for public speakers, pastors and everyone who enjoys good clean jokes.",1565074505,9781565074507,176.0,['Humor'],NOT_MATURE,en,1565074505
,['Stuart McLean'],1996,"Essays from the CBC radio program ""Morningside.""",0140260668,9780140260663,256.0,['Radio broadcasters'],NOT_MATURE,en,0140260668
,,,,,,,,,,0891343385
,"['James P. Spradley', 'David W. McCurdy']",1997,"This reader for cultural anthropology courses presents a balance of classical and contemporary selections, all written by well-known anthropologists. Notable features include articles on both Western and non-Western societies, broad theoretical representations, and helpful pedagogy.",0673525104,9780673525109,436.0,['Ethnology'],NOT_MATURE,en,0673525104
,['Claremont'],1995-06-01,,1854712888,9781854712882,768.0,['Encyclopedias and dictionaries'],NOT_MATURE,en,1854712888
,"['Ken Stabler', 'Berry Stainback']",1986,"Offers a firsthand account of Ken ""Snake"" Stablers life, from his childhood as a poor boy in Alabama's Redneck Riviera, to his football success under the great Bear Bryant",0385234503,9780385234504,280.0,['Sports & Recreation'],NOT_MATURE,en,0385234503
,['Berlitz Guides'],1995,"The set contains over 300 phrases in 12 key languages, and covers such topics as basic expressions, snacks, travel by train, and emergencies.",2831515203,9782831515205,191.0,"['Dictionaries, Polyglot']",NOT_MATURE,en,2831515203
,['Sam Dann'],1998,"Members of the Rainbow Division, 42nd Infantry discuss what it was like to participate in the liberation of the Dachau concentration camp in April of 1945.",0896723917,9780896723917,310.0,['History'],NOT_MATURE,en,0896723917
,['Flavius Josephus'],1987,"This renowned reference book has served scholars, pastors, students, and those interested in the background of the New Testament for years. The insight given into the Essene community, the destruction of Jerusalem and the interpretations and traditions of the Old Testament in first century Judaism is invaluable. The outlook of Josephus, a late first century Pharisee and historian, on Jesus and the New Testament documents is enlightening and provocative. As an original reference, ""The Works of Josephus"" is essential to a full understanding of the first century, the time of Christ and the New Testament. Complete and unabridged, this is the best one-volume edition of the classic translation of Josephus works. The entire text has been reset in modern, easy-to-read type; numbering corresponding to that used in the Loeb edition has been added to the text; and citations and cross-references have been updated from Roman numerals to Arabic numbers.",0913573868,9780913573860,926.0,['History'],NOT_MATURE,en,0913573868
,,,,,,,,,,1404304975
,"['Wilfred L. Guerin', 'Earle G. Labor', 'Lee Morgan', 'Jeanne C. Reesman', 'John R. Willingham']",1992,"For over twenty-five years a favorite of instructors and students around the world, this comprehensive guide to the major critical approaches to literature has been thoroughly revised to reflect the explosion of critical theories and the radical expansion and revision of the literary canon that have taken place in recent decades. Two entirely new chapters cover feminist approaches and structuralism and poststructuralism, and there are substantial new sections on recent neo-Marxist theories, dialogics, hermeneutics, the new historicism, and reader-response criticism. In addition, bibliographic references have been updated and expanded throughout. Combining the best features of competing texts, the Handbook not only defines and outlines the development of all the major critical-interpretive perspectives, with copious references to the most important and influential sources, but offers detailed practical applications of the various approaches to the same four literary works--a unique feature that gives students both a dramatic demonstration of the strengths of each approach and a memorable set of models for the interpretation of other literary works. Organized for flexibility, the Handbook can be taught as a continuous unit or adapted to fit courses organized by genre, and is equally successful as an introductory survey for beginning students and as a reference and bibliographic guide for graduates. Offering a practical yet scholarly blend of applied criticism and pedagogy in an engaging style and an accessible format, this new edition of the Handbook is an invaluable companion for today's students of literature and literary criticism.",STANFORD:36105000321385,,434.0,['Criticism'],NOT_MATURE,en,019506948X
,"['Winston Churchill', 'James C. Humes']",1994,"A former speech writer for Presidents Eisenhower, Nixon, Ford, and Reagan captures the essence of Winston Churchill's personality by collecting the most inventive, intelligent, and humorous things the great statesman has ever said, plus anecdotes about him, and information on his tastes, views, and opinions.",0060170352,9780060170356,234.0,['Biography & Autobiography'],NOT_MATURE,en,0060170352
,['John Cunyus Hodges'],1994,"This is a compact yet comprehensive guide for writers. Its approach is practical, its advice is clearly and concisely stated, and its purpose is to help students become more effective writers.",0155033379,9780155033375,648.0,['English language'],NOT_MATURE,en,0155033379
,['John H. Dobson'],1993,A comprehensive introduction and study guide to New Testament Greek. Includes an audio CD-ROM.,0801030196,9780801030192,313.0,['Religion'],NOT_MATURE,en,0801030196
,,,,,,,,,,0140241264
,"['Joan N. Ostroff', 'Robert Miller']",1994-09,"A celebration of a beloved figurine collection features more than one hundred full-color photographs that display the entire series, describes the life of its creator, and discusses the influences of religion, folk art, and tradition on her work.",088365878X,9780883658789,320.0,['Art'],NOT_MATURE,en,088365878X
,"['Wolfram Prinz', 'Albrecht Dürer']",1998,,076510864X,9780765108647,148.0,['Art'],NOT_MATURE,en,076510864X
,['Jeanne Carbonetti'],1998,"The complete sourcebook of tips, tricks, and time-saving techniques in oil, alkyd, acrylic, gouache, casein, watercolor, dyes, ink, airbrush, scratchboard, pastel, coloured pencil, pastel, colored pencil, and mixed media. Includes advice on working as a professional illustrator.",0823050572,9780823050574,112.0,['Art'],NOT_MATURE,en,0823050572
,,,,,,,,,,0553242296
,['Jennifer Fulton'],1997-01-01,"Shows how to use the various features of Microsoft Outlook, including sending and receiving e-mail, using the address book, organizing notes, and managing Outlook applications",0789711419,9780789711410,257.0,['Computers'],NOT_MATURE,en,0789711419
,"['James Baldwin', 'James Mark Baldwin']",1964,Drama focusing on the murder of a Black youth by a white man in a Southern town and the racism and violent emotions it engenders,STANFORD:36105003816779,,121.0,['Fiction'],NOT_MATURE,en,044030637X
,['Johnny Hart'],1985,,0449129489,9780449129487,125.0,['Humor'],NOT_MATURE,en,0449129489
,['Chinua Achebe'],1959,"First published in 1958, this novel tells the story of Okonkwo, the leader of an Igbo (Ibo) community who is banished for accidentally killing a clansman. The novel covers the seven years of his exile to his return, providing an inside view of the intrusion of white missionaries and colonial government into tribal Igbo society in the 1890s.",UOM:39015049725784,,200.0,['Africa'],NOT_MATURE,en,0449241424
,['Charles R. Swindoll'],1980,"Chuck Swindoll talks about standing firm when faced with life's deepest problem, growing and finding spiritual help in lonely times of crisis and pain, and walking through setbacks to emerge a stronger person on the other side.",0840751877,9780840751874,191.0,['Religion'],NOT_MATURE,en,0840751877
,['Caro Fraser'],2000,"When rumors about his lurid past threaten his career as barrister in one of London's most prestigious chambers, Leo Davis seeks to salvage his reputation by wooing and marrying respectable lawyer Rachel Dean, with unexpected results.",9780312261863,0312261861,353.0,['Fiction'],NOT_MATURE,en,0312261861
,['John T. Catoir'],1988,Contemplative prayer as the pathway to true joy.,0818905387,9780818905384,122.0,['Religion'],NOT_MATURE,en,0818905387
,,,,,,,,,,0762409436
,['Rhiannon Paine'],1999,"Paine, a technical writer for Hewlett-Packard, recalls her time in the company's Tokyo branch.",089733471X,9780897334716,242.0,['Business & Economics'],NOT_MATURE,en,089733471X
,['National Society of Film Critics'],2002-01-04,"One hundred essays reveal the best movies as chosen by a consensus of the National Society of Film Critics, featuring contributions from such film critics as Roger Ebert, David Ansen, Kevin Thomas, and Peter Rainer.",UOM:39015054266864,,351.0,['Performing Arts'],NOT_MATURE,en,0306810964
,,,,,,,,,,0733608892
,['Thor Heyerdahl'],1990-05-01,Photographs illustrate the author's account of his voyage from Peru to Tahiti on a balsa raft to test a theory concerning the origins of the Polynesian race.,0833513869,9780833513861,256.0,['Juvenile Nonfiction'],NOT_MATURE,en,0833513869
,['Diane Duane'],1984,"Freelorn, the exiled prince of Arlen, and his companions, Sunspark, Eftgan, Herewiss, and Segnbora challenge the evil power of the Shadow",0312941102,9780312941109,298.0,['Fiction'],NOT_MATURE,en,0312941102
,"['Sylvia Browne', 'Lindsay Harrison']",2002-06-01,"The one expert millions of readers have learned to trust, one of the few psychics instantly recognizable to television viewers, Sylvia Browne is back. She has proven herself, in her fifty years of working as a medium, to be the reigning queen of psychic phenomena. Here is an insightful look at how much of one's present life is informed by one's past lives, and how many health and relationship problems have their roots in unresolved past lives. From unexplained illnesses to bizarre phobias, from irrational anxieties and fears to the choice of partners, each can be traced back to past lives. Even birthmarks and recurring dreams are signs of issues from past lives. Sylvia helps readers recognize where their deep-rooted problems, fears, and hang-ups all began-and how to ultimately resolve them.",9780451205971,0451205979,0.0,['Religion'],NOT_MATURE,en,0451205979
,['Adrienne'],1998,"Exercises and lessons are designed to teach the French language quickly, emphasizing vocabulary and conversation",0393316696,9780393316698,204.0,['Foreign Language Study'],NOT_MATURE,en,0393316696
,,,,,,,,,,0671808966
,['Hugh Downs'],1995,"A collection of essays, adapted from Downs' ten-minute broadcasts, cover such topics as happiness, left-handedness, history, and some of the commentator's recollections",157036219X,9781570362194,300.0,['Biography & Autobiography'],NOT_MATURE,en,157036219X
,['Mildred Downey Broxon'],1984,"Enslaved by fairies in sixth-century Ireland, Tadh MacNiall and his wife, Maire, are returned to the land of mortals in the twentieth century when the fairy empire disintegrates",0312944322,9780312944322,242.0,['Fiction'],NOT_MATURE,en,0312944322
,['Lorna Michaels'],1994-12-23,"The Reluctant Bodyguard by Lorna Michaels released on Dec 23, 1994 is available now for purchase.",0373706332,9780373706334,308.0,['Fiction'],NOT_MATURE,en,0373706332
,['Valery Larbaud'],1972,"Tous ceux qui l'approchaient, tous ceux auxquels elle parlait, ceux qui jouaient avec elle, formaient, autour d'elle, une sorte de cour d'amour ; c'étaient ses chevaliers. Les chevaliers de Fermina Márquez, donc, étaient admirés de tous les élèves, et peut-être même des plus jeunes parmi les surveillants. De ces belles promenades dans le parc, nous ne rapportions plus l'odeur du tabac fumé en cachette, mais le parfum des petites Américaines. Etait-ce le géranium ou le réséda ?",2070362256,9782070362257,155.0,['Fiction'],NOT_MATURE,fr,2070362256
,['Jack London'],1999,"Martin Eden, le chef-d'œuvre de Jack London passe pour son autobiographie romancée. Il s'en est défendu, disant que Martin n'était pas socialiste mais individualiste et que son histoire avait été écrite en protestation contre la philosophie de Nietzsche. Il y a plus d'une ressemblance entre l'auteur et le héros : ouvrier devenu romancier célèbre, invité dans les salons, amoureux d'une riche jeune fille qui ne le comprend pas, ex-prolétaire ne se reconnaissant pas dans le prolétariat et qui n'aura jamais sa place chez les bourgeois. Ressemblance poursuivie jusque dans leur échec et dans leur fin prématurée. Imitant Martin Eden, Jack London s'est suicidé en 1916.",2264024844,9782264024848,447.0,,NOT_MATURE,fr,2264024844
,,,,,,,,,,0892964669
,['Reginald Hill'],1994,"The disappearance of a policeman in a picturesque English village brings to the surface the family feuds and dirty secrets of the community, prompting the unlikely team of Dalziel and Pascoe to try to head off a bloody climax.",0385312709,9780385312707,332.0,['Fiction'],NOT_MATURE,en,0385312709
,['Rosanne Knorr'],1998,"Provides information for adults who want to live abroad with tips on where to go, how to fund the trip, finding a home overseas, packing, traveling with pets, and transportation",1580080006,9781580080002,216.0,['Travel'],NOT_MATURE,en,1580080006
,,,,,,,,,,0316084603
,,,,,,,,,,0895886634
,['Marguerite Yourcenar'],2003,,8408043625,9788408043621,366.0,['Fiction'],NOT_MATURE,es,8408043625
,"['Nancy Holder', 'Debbie Viguie']",2002,"After losing her parents in a rafting accident, Holly Cather is sent to live with her aunt and twin cousins in Seattle, where she discovers a family legacy of magic, possession, and reincarnation, and a generations-old feud.",0743426967,9780743426961,384.0,['Fiction'],NOT_MATURE,en,0743426967
,"['Donatien Alphonse François de Sade', 'Marquis de Sade']",1994,,2877142140,9782877142144,220.0,,NOT_MATURE,fr,2877142140
,['Mary Morris'],1997-05-15,"Ivy grapples with the burdens of single motherhood, the lingering memories of the mother who abandoned her when she was seven, and her relationship with her son's father",031215609X,9780312156091,308.0,['Fiction'],NOT_MATURE,en,031215609X
,,,,,,,,,,3351029152
,['Taro Gold'],2001-03-26,"Open Your Mind, Open Your Life encourages and uplifts readers with more than 300 inspiring guideposts based on the timeless wisdom of Eastern thought. It's filled with sage advice on opening life to its inherent joy, including: * Master your past in the present, or the past will master your future. * Instead of putting others in their place, put yourself in theirs. * True happiness in life is found always within. * As water carves through stone, those who persevere will win. * Turn your face to the sun and shadows will only fall behind you. Open Your Mind, Open Your Life is richly illustrated with exquisite Far East-inspired patterns and original watercolor art.",0740714465,9780740714467,96.0,['Philosophy'],NOT_MATURE,en,0740714465
,['Sissela Bok'],1989,"A thoughtful addition to the growing debate over public and private morality. Looks at lying and deception in law, family, medicine, government.",0679724702,9780679724704,326.0,['Philosophy'],NOT_MATURE,en,0679724702
,['Martha Rose Shulman'],1994,"Provides healthful, French regional recipes for salads, appetizers, breads, sauces, soups, fish, shellfish, eggs, tortes, pasta, pizza, gnocchi, vegetables, beans, poultry, rabbit, and desserts",UCSC:32106017850600,,504.0,['Cooking'],NOT_MATURE,en,0553087231
,['Anne Katherine'],1998-02-01,,1567312365,9781567312362,144.0,['Religion'],NOT_MATURE,en,1567312365
,['Susan Elizabeth Phillips'],2003,"Alle Mädchen werden einmal gross - selbst erfolgreiche Kinderstars - und verlieben sich. Im Fall der blauäugigen, zierlichen Honey Moon allerdings gleich in zwei berühmt-berüchtigte Männer: in Dash Coogan, den legendären Kinohelden, und in Eric Dillon, Hollywoods Enfant terrible, dessen dunkle, geheimnisvolle Ausstrahlung ein schmerzhaftes Geheimnis verbirgt. Doch Honey Moon trüge ihren Namen zu Unrecht, wenn sie nicht mit Witz, Herz und Mut um die Liebe kämpfen würde.",3442356709,9783442356706,541.0,,NOT_MATURE,de,3442356709
,"['Robert Heide', 'John Gilman']",1995-04-15,"In Greenwich Village find out how in 1895 the Washington Square Arch, symbolic portal to Greenwich Village and the East Village, was officially christened in gala pageantry attended by Grover Cleveland. Read about Village Bohemians like Marcel Duchamp (Nude Descending a Staircase) and John Reed (The Day in Bohemia and Ten Days that Shook the World), who demanded independence for Village residents and visitors from the top of the arch in 1916, declaring it ""Little Bohemia."" Marvel at the exploits of Maxwell Bodenheim, Joe ""Professor Seagull"" Gould, Ruth (My Sister Eileen) McKenney (who lived at 14 Gay Street), Edna (named after St. Vincent's Hospital) Millay, Elanor Roosevelt, Barbara Streisand, Tiny Tim, Sam Shepard, Edward Albee, Jimi Hendrix, Lou Reed, Edie Sedgwick, Andy Warhol, and other Village ""Bohemians."" Locate Keith Haring's Village murals and shop and Haring's Pop Shop, Religious Sex on St. Marks Place, Alphabets, Little Rickie, Grover van Dexter's Second Childhood, and Bleeker Bob's eclectic record emporium. Take a bar run to old McSorley's, the Eerie Pubs, the Lion's Head, and the White Horse, where Dylan Thomas drank all night. Meet celebrities at Angelina Boone's Pennyfeathers on Sheridan Square or have an egg cream at Stingy Lulu's or the Gem Spa. Eat the best croissant this side of Paris at Chez Claude. Sip espresso and cappuccino at the Reggio, Caffe Dante, the Bleeker Street Pastry Shop, or De Robertis Pasticceria. Listen to poetry at the Cornelia Street Cafe of see anew play at Theater for the New City, La Mama, the Nuyorican, of the Ridiculous. Visit the site of the first off-off Broadway theater, the Caffe Cino. Check out the jazz and cabaret scene at Five Oaks, Marie's Crisis, the Vanguard, or the Blue Note. Enjoy the gastronomical-pizza at John's Southern cooking at the Pink Tea Cup, Polish fare at the Kiev or the Veselka, falafel at Mamoun's, pastrami, kielbasa, chopped liver, sauerkraut, yellow mustard, and Cel-Ray tonic at Katz's. Buy some fancy foodstuffs at Dean & Deluca's and Balducci's. Have your coffee ground at the Porto Rico. rTake a unique, self-guided tour down wild Christopher Street to the Stonewall, Boots and Saddles, and the Caffe Passione. Follow in the footsteps of freewheelin' Bob Dylan down the twisting alleys of Minetta on a ""Positively Fourth Street"" walk. Follow the zigzag/East-West walk and see East Village skinheads and their green-haired girlfriends wearing nose rings walking their pitbulls in Tompkins Square Park. Take all the walks, including the Broadway Shopaholic Walk to buy Avirex leather jackets, complete stereo sets, and futon mattresses, an walks through the historic West Village and SoHo. Added Attractions: Robert Heide's Village play American Hamburger, Tom Lohre's artwork, Phil Cohen's photographs, detailed maps, Greenwich Village history, original poetry, ghost stories, architecture, and much more.",0312118694,9780312118693,211.0,['Travel'],NOT_MATURE,en,0312118694
,['Catherine Coulter'],2000,,3442351847,9783442351848,445.0,,NOT_MATURE,de,3442351847
,['David Bennahum'],1999-10-08,"Today's digital culture traces its roots to the 1980s, when the first computer generation came of age. These original techno-kids grew up with home-brew programs, secret computer access codes, and arcades where dedicated video gamers fought to extend their play by earning “extra life.” In that era of gleeful discovery, driven by a sense of adventure and a surge of power, kids found a world they could master, one few grownups could understand.In this fast-paced, real-life tale set in the bedrooms, computer rooms, and video arcades of the '80s, popular media chronicler David S. Bennahum takes readers back to his initiation into this electronic universe, to his discovery of PONG at age five. We follow him from video game addiction—his Bar Mitzvah gift was an Atari 800 with 48K of RAM—to his ascent to master programmer with the coveted title of “Super User” in his high school's computer room. Bennahum reflects on how computers empowered him and his friends to create a world of their own.We see how their geekiness, grounded in roleplaying, iterative thinking, and systems analysis led to a productive, social existence—the “extra life” they found on the other side of the screen. Hilarious, poignant, and packed with little-known computer lore, Extra Life is a grand digital adventure set against the background of the emerging information age.",0465012361,9780465012367,256.0,['Science'],NOT_MATURE,en,0465012361
,,,,,,,,,,0816740771
,"['Better Homes and Gardens', 'Sara Jane Treinen']",1992,"Instructions showing forty-six craft projects for eight- to twelve-year-olds. Includes an index organized by topic, e.g. ""Gifts for your friends"" and ""Accessories for your room.""",0696019841,9780696019845,168.0,['Crafts & Hobbies'],NOT_MATURE,en,0696019841
,"['Holly Stowe', 'Signet Books']",1998-10,"""Beanies Babies: Collector's Guide"" is the perfect source for anything you ever wanted to know about Beanie Babies. With full-color photographs, price lists, and loads of collectible information, this fact-filled handbook tells you which are the most valuable Beanie Babies and why. It also includes: the name, birthday, and style number of each Beanie Baby past and present, predictions of when each Beanie will be retired, current value versus original price, and tips on what makes each Beanie Baby special.",0451197836,9780451197832,164.0,['Beanie Babies (Trademark)'],NOT_MATURE,en,0451197836
,['Nora Roberts'],2001,"Ein Serienmörder wütet unter den lizensierten Gesellschafterinnen, d.h. Prostituierten, am Broadway. Lieutnant Eve Dallas leitet die Ermittlungen, die politisch höchst brisant sind, da das 1. Opfer die Enkelin eines Senators mit Präsidentschaftsambitionen ist.",3442354501,9783442354504,381.0,"['Dallas, Eve (Fictitious character)']",NOT_MATURE,de,3442354501
,,,,,,,,,,081673366X
,['Sharon Kane'],1983-08,"A musical rendition of Twinkle, Twinkle, Little Star is included in a book of nursery rhymes, in a colorful picture book that plays real music.",0307122433,9780307122438,8.0,['Social Science'],NOT_MATURE,en,0307122433
,['Jim Fusilli'],2003,,3442453380,9783442453382,342.0,,NOT_MATURE,de,3442453380
,['Linda Howard'],2002,,3442357314,9783442357314,351.0,,NOT_MATURE,de,3442357314
,['Erica James'],2002-01,,3548252516,9783548252513,495.0,,NOT_MATURE,de,3548252516
,['John Mortimer'],1991,,0140132619,9780140132618,245.0,"['Detective and mystery stories, English']",NOT_MATURE,en,0140132619
,['Nora Roberts'],2001-01,,3453186818,9783453186811,397.0,,NOT_MATURE,de,3453186818
,"['Gloria Skurzynski', 'Alane Ferguson']",1997,"When the animals being raised by members of the school science club start to disappear, replaced by frightening notes, Caitlin begins to suspect Jeremiah Elkins, the newest student in the class.",0816742154,9780816742158,64.0,['Juvenile Fiction'],NOT_MATURE,en,0816742154
,['Jane Waterhouse'],2000,"In der Kindheit der erfolgreichen amerikanischen Autorin Garner Quinn gibt es ein schreckliches Erlebnis, das sie nie verarbeitet hat. Auf der Suche nach dem lange verschwundenen Mörder ihrer besten Freundin gerät sie selbst in Lebensgefahr.",3442350441,9783442350445,347.0,,NOT_MATURE,de,3442350441
,['J. Suzanne Frank'],2002,,3442355958,9783442355952,348.0,,NOT_MATURE,de,3442355958
,['Robert Charles Wilson'],2003-01,,3453863607,9783453863606,253.0,,NOT_MATURE,de,3453863607
,['James Roose-Evans'],1996,"The life if Richard Wilson,the lugubrious actor best known from the series ""One Foot In The Grave"",whose on-screen incredulity is invariably marked by the droll if exasperated phrase ""I dont believe it"" only became an actor at the age of 30.Born the son of a Clyside shipyard timekeeper,he became a hospital lab technician,but after ten years gained a place at Londons celebrated RADA drama school as a mature student.",0297816624,9780297816621,236.0,['Biography & Autobiography'],NOT_MATURE,en,0297816624
,['Andrea Isari'],2003,,STANFORD:36105029819237,,292.0,['Detective and mystery stories'],NOT_MATURE,de,3492236510
,"['Hans H. Sallhofer', 'Dennis Rose']",1997-01-01,,3800413558,9783800413553,179.0,['Quantum theory'],NOT_MATURE,de,3800413558
,"['David Sutton', 'S. Jones']",1999-10-14,"The highlights of the world's most critically acclaimed original horror anthology include chilling tales of contemporary horror by some of the biggest and bestselling authors currently being published, both in the mainstream and dark fantasy fields:Poppy Z Brite, Ramsey Campbell, Dennis Etchison, Christopher Fowler, Neil Gaiman, Terry Lamsley, Richard Christian Matheson, Geoff Nicholson, Kathryn Ptacek, David Schow, Michael Marshall Smith and many others.",1857988949,9781857988949,352.0,"['Horror tales, American']",NOT_MATURE,en,1857988949
,"['Paul Ruditis', 'Constance M. Burge']",2004,"Tyler, a Firestarter, must bring all the Elementals together on the Night of Aeolus to perform a sacred ritual, and pursued by demons determined to harness the power for a dark evil, Tyler relies on the Charmed Ones to halt the impending catastrophe.",9780689868511,0689868510,246.0,['Juvenile Fiction'],NOT_MATURE,en,0689868510
,['Frank Sanello'],2003,"In this biography of Halle Berry, Frank Sanello uncovers the truth behind her abusive father, her troubled marriages, the racism and the screen nudity, while also showing how one of the most beautiful and talented women in the world still finds it difficult to get the parts she wants.",STANFORD:36105111839549,,288.0,['Biography & Autobiography'],NOT_MATURE,en,1852270926
,,,,,,,,,,2253063363
,['Douglas McDonald'],1988,"Story of the last of California's old-time mining camps, now a state historic park. Includes visitor info. and many historic photos.",0913814881,9780913814888,47.0,['History'],NOT_MATURE,en,0913814881
,['Qian Zhongshu'],1992,,8433911775,9788433911773,440.0,['Fiction'],NOT_MATURE,es,8433911775
